,season,firstName,lastName,position,origin,destination,transferDate,eligibility,rating,stars
236,2025,Philjae,Bien-Aime,S,North Alabama,Robert Morris,2025-06-18 01:24:00+00:00,Immediate,,
237,2025,Qae'Shon,Sapp,IOL,SMU,Florida Atlantic,2025-04-26 15:41:00+00:00,Immediate,0.81,3.0
238,2025,Hunter,Kallstrom,TE,Wyoming,North Dakota,2025-04-24 05:00:00+00:00,Immediate,,3.0
239,2025,Dane,Pardridge,WR,Northern Illinois,Rutgers,2025-08-02 18:27:00+00:00,Immediate,0.85,3.0
240,2025,Rayshawn,Pleasant,CB,Tulane,Auburn,2025-04-24 02:43:00+00:00,Immediate,0.87,3.0
241,2025,Jake,Wilson,QB,Purdue,Mercer,2025-06-06 15:28:00+00:00,Immediate,,
242,2025,Caleb,Nix,S,Clemson,Jacksonville State,2025-04-28 19:11:00+00:00,Immediate,0.79,2.0
243,2025,Ibraheem,Kamara,LB,Toledo,Ashland University,2025-04-23 21:21:00+00:00,Immediate,,3.0
244,2025,Johntay,Cook,WR,Washington,Syracuse,2025-05-02 01:05:00+00:00,Immediate,0.89,3.0
245,2025,Mark,Hamper,WR,Wisconsin,California,2025-04-30 19:20:00+00:00,Immediate,0.89,3.0
246,2025,Sam,Kenerson,WR,Georgia Southern,,2025-05-10 03:12:51+00:00,Withdrawn,,3.0
247,2025,Ty,McCutcheon,QB,Utah Tech,,2025-04-23 23:54:00+00:00,Immediate,,3.0
248,2025,Blake,Hogshooter,WR,Houston,,2025-04-26 02:32:00+00:00,Immediate,,3.0
249,2025,Justin,Cesaire,OT,New Haven,Rutgers,2025-05-16 00:50:00+00:00,Immediate,0.86,3.0
250,2025,Jeilani,Davis,S,Utah,Montana,2025-04-23 21:48:00+00:00,Immediate,,3.0
251,2025,Antwone,Santiago,LB,Temple,Virginia Tech,2025-04-23 19:36:00+00:00,Immediate,0.84,3.0
252,2025,Cade,Fennegan,QB,BYU,Abilene Christian,2025-05-23 23:01:00+00:00,Immediate,,2.0
253,2025,Tristan,Bennett,DL,North Texas,College of San Mateo,2025-06-11 14:44:00+00:00,Immediate,,
254,2025,Angelo,Butts,WR,Missouri State,Upper Iowa University,2025-07-11 05:00:00+00:00,Immediate,,3.0
255,2025,Reginald,Allen Jr.,LB,Western Kentucky,Bryant,2025-05-10 15:22:00+00:00,Immediate,,
256,2025,Carson,Tujague,DL,BYU,Utah State,2025-05-08 20:36:00+00:00,Immediate,0.79,2.0
257,2025,Kahlil,Tate,S,Iowa,Austin Peay,2025-05-03 22:29:00+00:00,Immediate,,3.0
258,2025,BJ,Hendrickson III,CB,Franklin Pierce,,2025-05-29 05:00:00+00:00,Immediate,,
259,2025,Joseph,Habinowski,IOL,Ohio,Middle Tennessee,2025-04-21 21:22:00+00:00,Immediate,0.8,3.0
260,2025,Adrian,Norton,WR,Akron,Marshall,2025-06-10 19:19:00+00:00,Immediate,,3.0
261,2025,David,Chapeau,P,Central Michigan,Louisville,2025-08-02 00:16:00+00:00,Immediate,,
262,2025,Myles,Turner,LB,Massachusetts,Towson,2025-04-26 23:48:00+00:00,Immediate,,2.0
263,2025,Justin,Smith-Brown,WR,South Carolina State,West Virginia,2025-04-27 16:15:00+00:00,Immediate,0.84,3.0
264,2025,Josh,Aisosa,IOL,Oklahoma,West Virginia,2025-04-24 15:07:00+00:00,Immediate,0.86,3.0
265,2025,Luke,Beard,LS,Mississippi State,Southern Miss,2025-04-21 19:00:00+00:00,Immediate,,
266,2025,Jake,Weir,QB,Mississippi State,Houston Christian,2025-06-03 14:57:00+00:00,Immediate,,
267,2025,Jack,Kane,S,Oregon State,Rice,2025-04-29 23:18:00+00:00,Immediate,0.83,3.0
268,2025,Donta,Whack,RB,Massachusetts,Robert Morris,2025-04-22 21:54:00+00:00,Immediate,,3.0
269,2025,Walker,Andersen,OT,UCLA,Colorado,2025-05-24 22:02:00+00:00,Immediate,0.83,3.0
270,2025,Bruce,Mitchell,S,Mississippi Valley State,Eastern Illinois,2025-05-03 03:42:00+00:00,Immediate,,
271,2025,Conner,Dunphy,WR,North Texas,Midwestern State,2025-04-30 11:58:00+00:00,Immediate,,
272,2025,Jayden,Oliver,CB,Buffalo,South Dakota State,2025-04-23 00:04:00+00:00,Immediate,,3.0
273,2025,Jake,Woods,TE,Cal Poly,Temple,2025-05-01 02:33:00+00:00,Immediate,0.82,3.0
274,2025,Patrick,Bowen,RB,LIU Post,St. Thomas,2025-05-23 05:02:00+00:00,Immediate,,3.0
275,2025,Jonathan,Agumadu,LB,Oklahoma State,North Carolina,2025-04-23 14:31:00+00:00,Immediate,0.83,3.0
276,2025,Dilan,Battle,DL,LSU,Utah,2025-04-26 01:52:00+00:00,Immediate,0.86,3.0
277,2025,Jackson,Courville,K,Ball State,Ohio State,2025-05-03 22:49:00+00:00,Immediate,,
278,2025,Jaydon,Wright,RB,Minnesota,UL Monroe,2025-04-21 13:59:00+00:00,Immediate,0.84,3.0
279,2025,Kellan,Wyatt,EDGE,Maryland,Indiana,2025-04-22 18:00:00+00:00,Immediate,0.86,3.0
280,2025,Connor,Cameron,OT,Arizona State,Baylor,2025-05-17 01:18:00+00:00,Immediate,0.82,3.0
281,2025,Zedric,Washington,EDGE,Jacksonville State,Hinds C.C.,2025-04-22 01:21:00+00:00,Immediate,,3.0
282,2025,Tracy,Revels,S,Bowling Green,Michigan State,2025-04-27 18:07:00+00:00,Immediate,0.85,3.0
283,2025,Ajani,Farmer,EDGE,East Carolina,Harding University,2025-04-22 22:04:00+00:00,Immediate,,
284,2025,John,Emery Jr.,RB,LSU,UTSA,2025-05-12 19:00:00+00:00,Immediate,0.85,3.0
285,2025,Sone,Falealo,OT,Idaho,Washington State,2025-04-21 22:28:00+00:00,Immediate,0.85,3.0
286,2025,Jarvis,Boatwright Jr.,S,USC,Florida State,2025-04-22 22:21:00+00:00,Immediate,0.85,3.0
287,2025,Jarvis,Jones,WR,UConn,Towson,2025-04-23 17:02:00+00:00,Immediate,,2.0
288,2025,Kai,Fernandes,S,App State,Incarnate Word,2025-04-27 22:38:00+00:00,Immediate,,3.0
289,2025,Tayshaun,Burney,CB,Wake Forest,Richmond,2025-06-27 21:02:00+00:00,Immediate,,3.0
290,2025,Kadarius,Calloway,RB,California,New Mexico State,2025-04-30 14:50:00+00:00,Immediate,0.83,3.0
291,2025,Boden,Groen,TE,Rice,Kansas,2025-05-12 18:46:00+00:00,Immediate,0.86,3.0
292,2025,Marcell,Blocker,CB,Florida Memorial University,UTEP,2025-04-28 19:33:00+00:00,Immediate,0.84,3.0
293,2025,Jaquez,Smith,WR,Missouri State,Southwest Baptist,2025-05-19 18:03:00+00:00,Immediate,,3.0
294,2025,Arrion,Concepcion,WR,Kansas State,James Madison,2025-05-18 19:46:00+00:00,Immediate,0.84,3.0
295,2025,Michael,Kirch,TE,Thomas More College,Florida Atlantic,2025-04-21 18:26:00+00:00,Immediate,0.84,3.0
296,2025,Harold,Stubbs IV,S,Florida State,Florida,2025-05-20 00:02:00+00:00,Immediate,0.8,3.0
297,2025,Kam,Pringle,IOL,South Carolina,Syracuse,2025-04-21 18:21:00+00:00,Immediate,0.89,3.0
298,2025,John,Nestor,CB,Iowa,Minnesota,2025-04-20 16:50:00+00:00,Immediate,0.88,3.0
299,2025,Micah,Hudson,WR,Texas A&M,Texas Tech,2025-04-27 19:56:00+00:00,Immediate,0.92,4.0
300,2025,Easton,Bonnett,LS,South Florida,,2025-04-21 20:53:00+00:00,Withdrawn,,
301,2025,Trevor,Allen,P,Adams State,Washington,2025-06-09 21:11:00+00:00,Immediate,,
302,2025,JeCareon,Lathan,CB,Texas State,Northwestern State,2025-05-21 23:14:00+00:00,Immediate,,3.0
303,2025,Ernest,Campbell,WR,Texas A&M,Sacramento State,2025-04-23 00:04:00+00:00,Immediate,0.84,3.0
304,2025,Chrisdasson,Saint-Jean,OT,Florida Atlantic,Kennesaw State,2025-05-12 19:36:00+00:00,Immediate,0.81,3.0
305,2025,Jonathan,Brady,WR,California,Indiana,2025-04-23 19:48:00+00:00,Immediate,0.85,3.0
306,2025,Jet,Thompson,WR,Georgia Southern,UTEP,2025-04-22 02:17:00+00:00,Immediate,0.82,3.0
307,2025,Avarion,Cole,S,App State,Western Kentucky,2025-04-27 21:41:00+00:00,Immediate,0.87,3.0
308,2025,Colin,Parachek,QB,Marshall,Albany,2025-05-04 14:35:00+00:00,Immediate,,
309,2025,Andrew,Yanoshak,TE,Notre Dame,Dayton,2025-07-27 23:28:00+00:00,Immediate,,
310,2025,Cole,Gustafson,DL,Florida International,UTEP,2025-05-12 16:56:00+00:00,Immediate,0.79,2.0
311,2025,Jack,Howes,K,Maryland,Buffalo,2025-04-23 18:09:00+00:00,Immediate,,
312,2025,Elo,Modozie,EDGE,Army,Georgia,2025-04-21 00:16:00+00:00,Immediate,0.92,4.0
313,2025,Jacobe,Robinson,QB,Boston College,Southern Miss,2025-05-20 20:06:00+00:00,Immediate,0.85,3.0
314,2025,Justin,Kirkland,DL,Oklahoma State,BYU,2025-04-28 17:27:00+00:00,Immediate,0.85,3.0
315,2025,Elijah,Davis,S,Ball State,Robert Morris,2025-06-07 16:31:00+00:00,Immediate,,2.0
316,2025,Sterling,Galban,WR,Massachusetts,East Tennessee State,2025-04-22 15:26:00+00:00,Immediate,,3.0
317,2025,Tyderick,Brown,CB,UAB,Florida International,2025-04-22 02:26:00+00:00,Immediate,,3.0
318,2025,Luke,Williams,S,Purdue,Austin Peay,2025-05-01 21:10:00+00:00,Immediate,0.85,3.0
319,2025,Tate,Rodemaker,QB,Southern Miss,Western Carolina,2025-05-16 19:37:00+00:00,Immediate,0.83,3.0
320,2025,Willie,Goodacre,IOL,Syracuse,North Texas,2025-04-28 18:29:00+00:00,Immediate,0.81,3.0
321,2025,Ke'Travion,Hargrove,RB,Grambling,Old Dominion,2025-04-30 18:34:00+00:00,Immediate,,4.0
322,2025,Quincy,Brown,WR,Texas State,Florida Atlantic,2025-05-10 01:48:00+00:00,Immediate,0.86,3.0
323,2025,Sam,Secrest,IOL,Houston,Louisville,2025-04-28 21:22:00+00:00,Immediate,0.84,3.0
324,2025,Jaylen,Early,OT,Florida State,Missouri,2025-04-22 17:19:00+00:00,Immediate,0.86,3.0
325,2025,Ben,Dutton,TE,Washington State,Ball State,2025-04-21 02:40:00+00:00,Immediate,,2.0
326,2025,Zion,Allen,CB,Southern Utah,Hawai'i,2025-05-03 16:47:00+00:00,Immediate,0.82,3.0
327,2025,Will,Larkins,OT,Georgia State,Oregon State,2025-04-20 15:09:00+00:00,Immediate,0.85,3.0
328,2025,Patrick,Smith-Young,S,Old Dominion,North Texas,2025-04-26 01:11:00+00:00,Immediate,0.81,3.0
329,2025,Chisom,Ifeanyi,EDGE,Florida Atlantic,Wyoming,2025-05-08 20:27:00+00:00,Immediate,0.85,3.0
330,2025,JP,Pickles,QB,UTEP,Mercer,2025-05-05 17:29:00+00:00,Immediate,,3.0
331,2025,Jeremiah,Finaly,QB,Minnesota,,2025-04-23 16:28:00+00:00,Immediate,,2.0
332,2025,Tamarus,Walker,IOL,Maryland,UConn,2025-04-23 19:24:00+00:00,Immediate,0.83,3.0
333,2025,Robert,Freeman IV,WR,Utah State,Idaho State,2025-04-23 17:54:00+00:00,Immediate,,3.0
334,2025,Hykeem,Williams,WR,Florida State,Colorado,2025-04-29 16:14:00+00:00,Immediate,0.9,4.0
335,2025,Jack,Brandon,QB,Boston College,Tennessee State,2025-05-09 01:42:00+00:00,Immediate,,3.0
336,2025,Isaac,Sohn,IOL,North Texas,Sam Houston,2025-05-05 16:50:00+00:00,Immediate,0.82,3.0
337,2025,Jaden,Hardy,DL,Grambling,Western Kentucky,2025-05-23 17:04:00+00:00,Immediate,0.82,3.0
338,2025,Jack,Hestera,WR,Utah State,Colorado,2025-05-12 00:33:00+00:00,Immediate,0.87,3.0
339,2025,Dillion,Williams,S,UTEP,Florida Atlantic,2025-04-30 15:35:00+00:00,Immediate,0.86,3.0
340,2025,AJ,Hasson,IOL,Wake Forest,UC Davis,2025-04-23 17:51:00+00:00,Immediate,0.85,3.0
341,2025,DeAndre,Boykins,S,North Carolina,Oklahoma State,2025-04-20 00:11:00+00:00,Immediate,0.86,3.0
342,2025,Bailey,Benson,LB,Wake Forest,NC State,2025-05-11 19:39:00+00:00,Immediate,0.85,3.0
343,2025,Lavon,Johnson,DL,Maryland,Texas,2025-04-18 21:34:00+00:00,Immediate,0.89,3.0
344,2025,Antonio,Parker,S,Purdue,Northeast Mississippi C.C.,2025-08-01 15:48:00+00:00,Immediate,,
345,2025,Marcus,Downs,DL,UCF,Georgia Southern,2025-05-03 21:19:00+00:00,Immediate,0.84,3.0
346,2025,Kristopher,Ross,EDGE,Nevada,Sacramento State,2025-05-16 15:26:00+00:00,Immediate,0.87,3.0
347,2025,Jorden,McDonald,EDGE,Virginia Tech,William & Mary,2025-05-13 16:02:00+00:00,Immediate,,3.0
348,2025,Zach,Wusstig,S,Portland State,Idaho,2025-04-27 20:49:00+00:00,Immediate,,3.0
349,2025,Lukas,Ungar,TE,Stanford,New Mexico State,2025-05-11 00:26:00+00:00,Immediate,0.81,3.0
350,2025,Ja'Marion,Kennedy,IOL,Louisiana Tech,Wake Forest,2025-04-20 15:43:00+00:00,Immediate,0.86,3.0
351,2025,Kainoa,Davis,DL,Charlotte,San Diego State,2025-04-19 17:25:00+00:00,Immediate,0.84,3.0
352,2025,Jy,Gilmore,S,Georgia State,Georgia Tech,2025-04-24 15:21:00+00:00,Immediate,0.85,3.0
353,2025,Ronnie,Porter,LB,South Carolina,App State,2025-04-26 02:32:00+00:00,Immediate,0.8,3.0
354,2025,Caleb,Coombs,WR,Florida Atlantic,Jacksonville State,2025-04-25 02:59:00+00:00,Immediate,0.83,3.0
355,2025,Pierce,Clarkson,QB,Ole Miss,UCLA,2025-04-24 22:21:00+00:00,Immediate,0.83,3.0
356,2025,Colin,O'Sullivan,QB,Rutgers,West Chester,2025-05-12 23:06:00+00:00,Immediate,,
357,2025,Hunter,Smith,RB,UL Monroe,Temple,2025-04-24 19:20:00+00:00,Immediate,0.83,3.0
358,2025,Nate,Forystek,TE,North Dakota State,South Alabama,2025-05-13 20:56:00+00:00,Immediate,0.82,3.0
359,2025,Tyler,Black,K,Wake Forest,Liberty,2025-04-29 01:58:00+00:00,Immediate,,3.0
360,2025,Mike,Sandjo,DL,SMU,Washington State,2025-04-28 23:10:00+00:00,Immediate,0.85,3.0
361,2025,Marquise,Collins,RB,Duke,UAB,2025-04-21 15:45:00+00:00,Immediate,0.82,3.0
362,2025,Cade,Adams,DL,Georgia Tech,Sam Houston,2025-05-25 15:39:00+00:00,Immediate,0.79,2.0
363,2025,JT,Sowell,IOL,App State,Richmond,2025-04-24 22:05:00+00:00,Immediate,,3.0
364,2025,De'kelvion,Beamon,CB,Oklahoma State,Lamar,2025-06-02 01:33:00+00:00,Immediate,,3.0
365,2025,DK,McGruder,CB,Tulane,Mississippi State,2025-06-06 23:31:00+00:00,Immediate,,3.0
366,2025,Dakota,Williams,WR,Louisiana Tech,,2025-04-26 02:32:00+00:00,Immediate,,3.0
367,2025,Isaac,Smith,EDGE,Texas Tech,Michigan State,2025-04-24 23:09:00+00:00,Immediate,0.85,3.0
368,2025,Jack,Reynolds,WR,Charlotte,Gardner-Webb,2025-05-02 00:09:00+00:00,Immediate,,2.0
369,2025,Jalen,Washington,RB,Southern Miss,Central Arkansas,2025-04-23 16:20:00+00:00,Immediate,,3.0
370,2025,Justin,Terry,OT,West Virginia,Ohio State,2025-04-26 06:02:00+00:00,TBD,0.86,3.0
371,2025,Noah,Staples,TE,Massachusetts,UT-Rio Grande Valley (Do not use),2025-06-13 22:27:00+00:00,Immediate,,2.0
372,2025,Traevon,Dunbar,RB,West Virginia,South Alabama,2025-05-13 20:47:00+00:00,Immediate,0.84,3.0
373,2025,Braxton,Fely,DL,Boise State,,2025-04-28 17:36:39+00:00,Withdrawn,0.86,3.0
374,2025,Grady,O'Neill,WR,Wisconsin,Sam Houston,2025-05-05 19:15:00+00:00,Immediate,0.79,2.0
375,2025,Jamari,Farmer,LB,Indiana,East Tennessee State,2025-04-24 20:19:00+00:00,Immediate,0.84,3.0
376,2025,Jaheim,Miller,CB,Florida Atlantic,Texas Southern,2025-05-22 19:20:00+00:00,Immediate,,3.0
377,2025,Will,Reed,OT,Princeton,Georgia Tech,2025-05-03 14:33:00+00:00,Immediate,0.85,3.0
378,2025,Jayden,Davis,S,Sacramento State,Western Michigan,2025-05-01 23:18:00+00:00,Immediate,0.82,3.0
379,2025,Kristos,Fernandez,OT,LIU Post,Charlotte,2025-04-29 15:59:00+00:00,Immediate,0.84,3.0
380,2025,Darrell,Starling,S,Troy,Prairie View A&M,2025-04-22 21:10:00+00:00,Immediate,,3.0
381,2025,Jake,Renda,TE,Pittsburgh,UCLA,2025-05-03 17:24:00+00:00,Immediate,0.83,3.0
382,2025,John,Lewis,LB,UNLV,West Virginia,2025-04-22 14:15:00+00:00,Immediate,0.84,3.0
383,2025,Carlos,Slayden,OT,Troy,Southern Miss,2025-04-27 22:41:00+00:00,Immediate,0.81,3.0
384,2025,Raheim,Sexil,CB,Florida International,Massachusetts,2025-05-09 16:00:00+00:00,Immediate,0.81,3.0
385,2025,Troy,Petz,P,Washington,Washington State,2025-04-20 05:00:00+00:00,Immediate,,
386,2025,Evan,Rutkowski,LB,Towson,Monmouth,2025-05-06 15:46:00+00:00,Immediate,,
387,2025,R.J.,Mukes III,WR,Ball State,Robert Morris,2025-04-23 17:45:00+00:00,Immediate,,3.0
388,2025,Andre,Roye Jr.,OT,Maryland,Colorado,2025-05-12 22:58:00+00:00,Immediate,0.88,3.0
389,2025,Aymeric,Koumba,EDGE,Michigan,UCF,2025-04-19 18:54:00+00:00,Immediate,0.86,3.0
390,2025,Tyler,Aronson,QB,SMU,Trinity,2025-07-17 15:29:00+00:00,Immediate,0.83,3.0
391,2025,Elijah,Lee,CB,Coastal Carolina,Georgia Military College Prep,2025-05-24 03:22:00+00:00,Immediate,,
392,2025,Tee,Denson,CB,Jacksonville State,,2025-07-28 01:19:34+00:00,Withdrawn,,3.0
393,2025,Keayen,Nead,TE,New Mexico,BYU,2025-04-24 15:42:00+00:00,Immediate,0.81,3.0
394,2025,Kody,Jones,S,Memphis,Kennesaw State,2025-04-22 01:22:00+00:00,Immediate,0.82,3.0
395,2025,Jeremiah,Jones,S,South Florida,Wittenberg,2025-08-23 05:00:00+00:00,Immediate,,3.0
396,2025,Noe,Ruelas,K,James Madison,UCF,2025-04-20 13:04:00+00:00,Immediate,,
397,2025,Ezekiel,Avit,WR,Maryland,Fresno State,2025-04-27 00:11:00+00:00,Immediate,0.83,3.0
398,2025,Andres,Miyares Jr.,QB,North Carolina,,2025-07-28 14:03:55+00:00,Withdrawn,,
399,2025,Eddie,Walls III,EDGE,Florida International,Houston,2025-04-25 17:30:00+00:00,Immediate,0.88,3.0
400,2025,Traveon,Wright,CB,Mississippi State,Purdue,2025-04-25 01:28:00+00:00,Immediate,0.85,3.0
401,2025,Joseph,Adedire,EDGE,Texas Tech,NC State,2025-04-23 21:11:00+00:00,Immediate,0.87,3.0
402,2025,Jacoby,Mathews,S,Texas A&M,Auburn,2025-07-01 19:17:00+00:00,Immediate,0.88,3.0
403,2025,Shamar,Easter,TE,Arkansas,North Carolina,2025-04-23 19:27:00+00:00,Immediate,0.86,3.0
404,2025,Jay,Hardy,DL,Liberty,Auburn,2025-04-20 18:50:00+00:00,Immediate,0.86,3.0
405,2025,Eli,Aragon,WR,Western Illinois,Coastal Carolina,2025-04-25 15:13:00+00:00,Immediate,0.84,3.0
406,2025,Cooper,Blomstrom,EDGE,Georgetown,,2025-05-26 05:32:37+00:00,Withdrawn,,
407,2025,Zeke,Campbell,EDGE,Louisiana Tech,Coastal Carolina,2025-05-03 16:18:00+00:00,Immediate,0.83,3.0
408,2025,Eli,Freeman,IOL,Ball State,Lindenwood,2025-05-02 00:37:00+00:00,Immediate,,3.0
409,2025,AJ,Odom,EDGE,Memphis,Bowling Green,2025-05-07 11:59:00+00:00,Immediate,0.81,3.0
410,2025,Jaekwon,Bouldin,OT,Purdue,Mississippi State,2025-04-22 18:56:00+00:00,Immediate,0.85,3.0
411,2025,Damien,Taylor,RB,Troy,Ole Miss,2025-04-20 19:01:00+00:00,Immediate,0.87,3.0
412,2025,Justin,Flowe,LB,Arizona,UNLV,2025-04-23 22:29:00+00:00,Immediate,0.86,3.0
413,2025,Ajani,Sheppard,QB,Rutgers,Washington State,2025-04-23 00:04:00+00:00,Immediate,0.83,3.0
414,2025,Hinckley,Ropati,RB,BYU,,2025-04-26 02:43:00+00:00,Immediate,,3.0
415,2025,Deion,Brown,RB,Eastern Michigan,Indiana State,2025-05-05 21:38:00+00:00,Immediate,,3.0
416,2025,CharMar,Brown,RB,North Dakota State,Miami,2025-04-30 17:41:00+00:00,Immediate,0.87,3.0
417,2025,Wallace,Unamba,OT,Kentucky,Virginia,2025-04-20 22:00:00+00:00,Immediate,0.85,3.0
418,2025,Hunter,Smith,IOL,Tarleton State,,2025-05-05 19:18:25+00:00,Withdrawn,0.86,3.0
419,2025,Byron,Cardwell Jr.,RB,California,San Diego State,2025-05-16 22:45:00+00:00,Immediate,0.84,3.0
420,2025,Ladarian,Paulk,S,West Florida,East Carolina,2025-04-21 23:08:00+00:00,Immediate,0.82,3.0
421,2025,Robbie,Pizzolato,IOL,Tulane,,2025-04-24 14:23:00+00:00,Immediate,0.84,3.0
422,2025,Louis,Brown IV,WR,Colorado State,Baylor,2025-05-13 14:23:00+00:00,Immediate,0.85,3.0
423,2025,Brandon,Rehmann,WR,West Virginia,Delaware,2025-05-15 22:53:00+00:00,Immediate,,3.0
424,2025,Mason,Ferguson,WR,North Texas,UTEP,2025-05-14 18:07:00+00:00,Immediate,0.83,3.0
425,2025,Ronald,Cooper,CB,Georgia State,Mercer,2025-05-14 17:26:37+00:00,Immediate,,2.0
426,2025,Brandon,Campbell,RB,Massachusetts,Prairie View A&M,2025-04-22 22:22:00+00:00,Immediate,,3.0
427,2025,Jayden,Williams,CB,Florida Atlantic,UCF,2025-04-23 23:02:00+00:00,Immediate,0.85,3.0
428,2025,Nick,Fattig,IOL,Texas Tech,Stanford,2025-04-28 17:03:00+00:00,Immediate,0.85,3.0
429,2025,Benjamin,Hall,RB,Michigan,North Carolina,2025-04-21 16:41:00+00:00,Immediate,0.86,3.0
430,2025,Devyn,Curtis,LB,Middle Tennessee,Arkansas State,2025-05-20 14:23:00+00:00,Immediate,0.8,3.0
431,2025,Naki,Fahina,DL,New Mexico State,Utah State,2025-04-23 19:24:00+00:00,Immediate,0.83,3.0
432,2025,Justin,Williams-Thomas,RB,California,Marshall,2025-04-28 14:37:00+00:00,Immediate,0.81,3.0
433,2025,Karmello,English,WR,West Georgia,Coastal Carolina,2025-04-27 02:52:00+00:00,Immediate,0.85,3.0
434,2025,Jaden,Ball,IOL,Purdue,Minnesota,2025-04-22 02:25:00+00:00,Immediate,0.84,3.0
435,2025,Eric,Karner,TE,Texas A&M,Miami (OH),2025-04-25 15:47:00+00:00,Immediate,,3.0
436,2025,Blake,Bradford,OT,App State,Gardner-Webb,2025-04-30 21:38:00+00:00,Immediate,,
437,2025,Nico,Dowdell,S,Georgia Tech,,2025-06-30 16:21:00+00:00,Immediate,,3.0
438,2025,Jordan,Herman,OT,Charlotte,Sacramento State,2025-04-24 04:24:00+00:00,Immediate,,
439,2025,Gabe,Hoffmann,TE,Eastern Michigan,Idaho,2025-04-19 11:48:00+00:00,Immediate,,3.0
440,2025,Carson,Su'esu'e,TE,BYU,Oklahoma State,2025-04-26 02:32:00+00:00,Immediate,0.83,3.0
441,2025,Jack,Sadowsky V,LB,Iowa State,Northwestern,2025-04-21 15:51:00+00:00,Immediate,0.86,3.0
442,2025,Jayden,Anderson,WR,Virginia Tech,,2025-07-09 15:17:00+00:00,Immediate,0.85,3.0
443,2025,Marquise,Thorpe-Taylor,OT,UCLA,Fresno State,2025-05-09 20:49:00+00:00,Immediate,0.85,3.0
444,2025,DJ,Williams,RB,Ball State,Sacred Heart,2025-05-01 17:59:00+00:00,Immediate,,3.0
445,2025,Parker,Jacobs,DL,Robert Morris,Youngstown State,2025-04-20 13:30:00+00:00,Immediate,,
446,2025,Warren,Smith Jr.,CB,Washington State,Sacramento State,2025-04-20 01:13:00+00:00,Immediate,0.83,3.0
447,2025,Hunter,Teal,TE,Miami (OH),Chattanooga,2025-07-27 23:14:00+00:00,Immediate,,3.0
448,2025,Damashja,Harris,RB,North Texas,Wyoming,2025-05-07 18:36:00+00:00,Immediate,0.85,3.0
449,2025,Richard,Thomas,EDGE,Florida Atlantic,,2025-04-23 00:04:00+00:00,Immediate,,3.0
450,2025,Demarcus,Smith,DL,UAB,,2025-07-28 00:03:48+00:00,Withdrawn,,3.0
451,2025,LJ,Turner Jr.,RB,West Virginia,Lenoir-Rhyne,2025-05-08 05:00:00+00:00,Immediate,0.85,3.0
452,2025,Chris,Henry,CB,West Virginia,Coastal Carolina,2025-05-12 05:15:00+00:00,Immediate,0.83,3.0
453,2025,Eli,Brickhandler,QB,Houston Christian,Ohio State,2025-05-20 17:12:00+00:00,Immediate,0.85,3.0
454,2025,Blair,Schonhorst,S,Ball State,Butler,2025-05-14 17:11:00+00:00,Immediate,,2.0
455,2025,Kyeran,Garcia,LB,Colorado,,2025-04-22 17:01:00+00:00,Immediate,,3.0
456,2025,Shemar,Kirk,WR,Texas State,Austin Peay,2025-04-25 00:35:00+00:00,Immediate,0.83,3.0
457,2025,Mavin,Anderson,WR,California,Texas State,2025-04-24 18:37:00+00:00,Immediate,0.82,3.0
458,2025,Greg,Johnson II,CB,Navy,South Alabama,2025-05-02 10:43:00+00:00,Immediate,0.82,3.0
459,2025,Ken,Willis,S,Cincinnati,James Madison,2025-04-26 16:50:00+00:00,Immediate,0.81,3.0
460,2025,Moses,Gray,RB,Southern Miss,,2025-04-26 02:32:00+00:00,Immediate,0.83,3.0
461,2025,Loren,Ward,DL,Florida Atlantic,,2025-04-23 00:04:00+00:00,Immediate,,3.0
462,2025,Malik,Bradford,WR,UNLV,,2025-04-30 14:31:00+00:00,Immediate,,3.0
463,2025,Yamir,Knight,WR,James Madison,SMU,2025-05-02 19:50:00+00:00,Immediate,0.86,3.0
464,2025,TD,Williams,CB,Central Arkansas,Purdue,2025-05-14 23:05:00+00:00,Immediate,0.84,3.0
465,2025,Blake,Boda,QB,Arkansas,,2025-04-24 23:56:00+00:00,Immediate,,3.0
466,2025,Jaden,Robinson,WR,Kennesaw State,Austin Peay,2025-05-01 22:34:00+00:00,Immediate,,3.0
467,2025,Lardarius,Webb Jr.,CB,South Alabama,Wake Forest,2025-04-23 18:26:00+00:00,Immediate,0.85,3.0
468,2025,Trent,Zappe,LB,Western Kentucky,Houston Christian,2025-04-28 19:27:00+00:00,Immediate,,
469,2025,D'Angelo,Davis,EDGE,Nevada,,2025-04-19 02:12:00+00:00,Immediate,,3.0
470,2025,Daniel,Ademisoye,OT,Tulsa,Norfolk State,2025-04-24 20:43:00+00:00,Immediate,,2.0
471,2025,Egypt,Nelson,WR,VMI,Western Michigan,2025-05-11 00:12:00+00:00,Immediate,0.83,3.0
472,2025,Evan,Spivey,WR,James Madison,Campbell,2025-05-24 20:52:00+00:00,Immediate,,
473,2025,Nick,Taylor,CB,App State,West Virginia,2025-04-19 21:38:00+00:00,Immediate,0.85,3.0
474,2025,Ny,Carr,WR,Miami,,2025-04-24 13:57:47+00:00,Withdrawn,0.86,3.0
475,2025,Joe,Strickland,DL,Purdue,Liberty,2025-04-25 12:52:00+00:00,Immediate,0.81,3.0
